Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (TestCase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
 T.. Promotion End Date Verification - Promotion End Date is required,N3NJS1809-151,10311,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 1:27 PM,18/Jul/24 1:49 PM,18/Jul/24 3:19 PM,18/Jul/24 1:48 PM,,0,PromotionManagement,"T.. Promotion End Date is required
Steps we’ll take…

# Click on 3 dot toggle , choose edit
# Clear End Date field
# Do not input any value in End Date field 
# Click on Submit button 



*Success is….*✨ 

An error message “End date is required” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-29,,,,,,,,,,,,,,,,,,N3NJS1809-105,18/Jul/24 1:49 PM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 134907.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10203,,An error message “End date is required” is shown,,,,,,{},,,,,,An error message “End date is required” must be shown,,,,,0|i001r3:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1. Click on 3 dot toggle , choose edit
2. Clear End Date field
3. Do not input any value in End Date field 
4. Click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1239601,,,Done,18/Jul/24 1:48 PM
T.. Promotion Start Date Verification - Promotion Start Date must not be in the past,N3NJS1809-150,10310,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 1:27 PM,18/Jul/24 1:43 PM,18/Jul/24 3:19 PM,18/Jul/24 1:42 PM,,0,PromotionManagement,"T.. Promotion Start Date must not be in the past
Steps we’ll take…

# Click on 3 dot toggle , choose edit
# Clear Start Date field
#  Enter a date “7/10/2024” in Start Date field which is before current date “7/18/2024
# click on Submit button 



*Success is….*✨ 

An error toast message “Start date and End date cannot be in the past” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-29,,,,,,,,,,,,,,,,,,N3NJS1809-104,18/Jul/24 1:43 PM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 134314.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10199,,An error toast message “Start date and End date cannot be in the past” is shown,,,,,,{},,,,,,An error toast message “Start date and End date cannot be in the past” must be shown,,,,,0|i001qv:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1. Click on 3 dot toggle , choose edit
2. Clear Start Date field
3. Enter a date “7/10/2024” in Start Date field which is before current date “7/18/2024
4. click on Submit button ",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_913312,,,Done,18/Jul/24 1:42 PM
T.. Promotion Start Date  Verification - Promotion Start Date is required,N3NJS1809-149,10309,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 1:27 PM,18/Jul/24 2:11 PM,18/Jul/24 3:19 PM,18/Jul/24 1:38 PM,,0,PromotionManagement,"T.. Promotion Start Date is required
Steps we’ll take…

# Click on 3 dot toggle , choose edit
# Clear Start Date field
# .Do not input any value in Promotion Start Date field 
# click on Submit button 



*Success is….*✨ 

An error message “Start date is required” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-29,,,,,,,,,,,,,,,,,,N3NJS1809-103,18/Jul/24 1:38 PM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 133801.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10195,,An error message “Start date is required” is shown,,,,,,{},,,,,,An error message “Start date is required” must be shown,,,,,0|i001qn:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1. Click on 3 dot toggle , choose edit
2. Clear Start Date field
3. Do not input any value in Promotion Start Date field 
4. click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_690614,,,Done,18/Jul/24 1:38 PM
T.. Promotion Description Verification - Promotion Description is required,N3NJS1809-148,10308,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 1:26 PM,18/Jul/24 1:36 PM,18/Jul/24 3:19 PM,18/Jul/24 1:36 PM,,0,PromotionManagement,"T.. Promotion Description is required
Steps we’ll take…

# Click on 3 dot toggle , choose edit
# Clear Promotion field
# .Do not input any value in Promotion field 
# Keep value of all rest fields 
# Click on Submit button

 

*Success is….*✨

An error message “Description is required” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-29,,,,,,,,,,,,,,,,,,N3NJS1809-102,18/Jul/24 1:35 PM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 133537.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10194,,An error message “Description is required” is shown,,,,,,{},,,,,,An error message “Description is required” must be shown ,,,,,0|i001qf:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1. Click on 3 dot toggle , choose edit
2. Clear Promotion field
3. Do not input any value in Promotion field 
4. Keep value of all rest fields 
5. Click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_555498,,,Done,18/Jul/24 1:36 PM
T55  - Customer Name: Customer Name is required,N3NJS1809-147,10307,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 1:26 PM,18/Jul/24 1:51 PM,18/Jul/24 3:19 PM,18/Jul/24 1:26 PM,,0,SaleManagement,"T55  - Customer Name: Customer Name is required
Steps we’ll take…

# Click “New Sale Bill” button
# Do not fill anything in Customer Name field
# Press Save Button

Success is:
A pop up: “Please select Customer”",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-89,,,,,,,,,N3NJS1809-166,,,,,,,,,,18/Jul/24 1:26 PM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (400).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10192,,A pop up: “Please select Customer”,,,,,,{},,,,,,A pop up: “Please select Customer”,,,,,0|i001q7:,,,,,,,,,,,,,,,Unit,"1. Click “New Sale Bill” button

2. Do not fill anything in Customer Name field

3. Press Save Button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_25860,,,Done,18/Jul/24 1:26 PM
T.. Phone Number Verification - Phone Number is required,N3NJS1809-146,10306,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,18/Jul/24 1:25 PM,18/Jul/24 1:34 PM,18/Jul/24 3:19 PM,18/Jul/24 1:34 PM,,0,CreateCustomer,"T.. Phone Number is required
Steps we’ll take…

# Do not input any value in Phone Number field
# Input the rest fields correctly
# Click on Submit button

 *Success is….*✨

An error message “Phone Number is required” must be shown",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-44,,,,,,,,,,,,,,,,,,N3NJS1809-98,,,An error message “Phone Number is required” is shown,,,,,,{},,,,,,An error message “Phone Number is required” is shown,,,,,0|i001pz:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"1. Do not input any value in Phone Number field
2. Input the rest fields correctly
3. Click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_496093,,,Done,18/Jul/24 1:34 PM
T.. Full Name Verification - Full Name is required,N3NJS1809-145,10305,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,18/Jul/24 1:23 PM,18/Jul/24 1:34 PM,18/Jul/24 3:19 PM,18/Jul/24 1:34 PM,,0,CreateCustomer,"T.. Full Name is required
Steps we’ll take…

# Do not input any value in Full Name field
# Input the rest fields correctly
# Click on Submit button

 *Success is….*✨

An error message “Full Name is required” must be shown",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-44,,,,,,,,,,,,,,,,,,N3NJS1809-98,,,An error message “Full Name is required” is shown,,,,,,{},,,,,,An error message “Full Name is required” is shown,,,,,0|i001pr:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"1.Do not input any value in Full Name field

2. Input the rest fields correctly

3. Click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_634826,,,Done,18/Jul/24 1:34 PM
T20 Jewellery Type - Jewellery Type must be selected,N3NJS1809-144,10304,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 1:20 PM,18/Jul/24 1:20 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T20 Jewellery Type - Jewellery Type must be selected

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  selected the Jewellery Type field
# Press Add 

Success is….

 An toast “Jewellery Type is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-24,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-124,,,,,,,,,{},,,,,,An toast “Jewellery Type is required ” must be shown,,,,,0|i001pj:,,,,,,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  selected the Jewellery Type field

Press Add",Skip,,,,,,,To Do,18/Jul/24 1:20 PM
"T..Full Name - Full Name must contain at least 2 words
",N3NJS1809-143,10303,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,18/Jul/24 1:19 PM,18/Jul/24 1:34 PM,18/Jul/24 3:19 PM,18/Jul/24 1:34 PM,,0,CreateCustomer,"T22 Full Name Verification - Full Name must contain at least 2 words
Steps we’ll take…

# Input any 1 word in Full Name field (ex: A)
# Input the rest fields correctly
# Click on Submit 



*Success is….*✨ 

An error message “Full Name must contain at least 2 words” must be shown",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-44,,,,,,,,,,,,,,,,,,N3NJS1809-98,,,An error message “Full Name must contain at least 2 words” must be shown,,,,,,{},,,,,,An error message “Full Name must contain at least 2 words” must be shown,,,,,0|i001pb:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"1. Input any 1 word in Full Name field (ex: A)
2. Input the rest fields correctly
3. Click on Submit",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_885077,,,Done,18/Jul/24 1:34 PM
T19 Gem Type - Gem Type must be selected,N3NJS1809-142,10302,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 1:19 PM,18/Jul/24 1:19 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T19 Gem Type - Gem Type must be selected

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  selected the Gem Type field
# Press Add 

Success is….

 An toast “Gem Type is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-24,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-122,,,,,,,,,{},,,,,,An toast “Gem Type is required ” must be shown,,,,,0|i001p3:,,,,,,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  selected the Gem Type field

Press Add",Skip,,,,,,,To Do,18/Jul/24 1:19 PM
T  - Adding Item: Adding item is required,N3NJS1809-141,10301,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 1:18 PM,18/Jul/24 1:56 PM,18/Jul/24 3:19 PM,18/Jul/24 1:20 PM,,0,SaleManagement,"* T  - Adding Item: Adding item is required
Steps we’ll take…
1. Click “New Sale Bill” button
2. Fill Counter Name, Staff Name, Customer Name fields
3. Press Save Button

Success is:
A pop up: “Please add at least one item”",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-89,,,,,,,,,N3NJS1809-167,,,,,,,,,,18/Jul/24 1:20 PM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (399).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10191,,A pop up: “Please add at least one item”,,,,,,{},,,,,,A pop up: “Please add at least one item”,,,,,0|i001ov:,,,,,,,,,,,,,,,Unit,"1. Click “New Sale Bill” button
2. Fill Counter Name, Staff Name, Customer Name fields
3. Press Save Button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_91509,,,Done,18/Jul/24 1:20 PM
T18 Gold Type -  Gold Type must be selected,N3NJS1809-140,10300,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 1:14 PM,18/Jul/24 1:17 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T18 Gold Type -  Gold Type must be selected

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  selected the Gold Type field
# Press Add 

Success is….

 An toast “Gold Type is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-24,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-119,,,,,,,,,{},,,,,,An toast “Gold Type is required ” must be shown,,,,,0|i001on:,,,,,,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  selected the Gold Type field

Press Add",Skip,,,,,,,To Do,18/Jul/24 1:14 PM
T.. Delete Promotion - Deleted Promotion Successfully,N3NJS1809-139,10299,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,18/Jul/24 1:13 PM,18/Jul/24 1:21 PM,18/Jul/24 3:19 PM,18/Jul/24 1:21 PM,,0,PromotionManagement,"T.. Delete Promotion - Deleted Promotion Successfully
Steps we’ll take…

# Click on 3 dot toggle on row of promotion,  choose delete
# A modal show information promotion, click on delete 



*Success is….*✨ 

An success message “Delete success” must be shown",,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,,,,,,,,,,,,,,,,,,N3NJS1809-30,,,,,,,,,,,,,,,,,,,18/Jul/24 1:19 PM;rk:36857ca5-8748-41ca-9be9-6234f9cee3b9;Screenshot 2024-07-18 131930.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10190,,An success message “Delete success” is shown,,,,,,{},,,,,,An success message “Delete success” must be shown,,,,,0|i001of:,,,,,NJS1809 Sprint 2,,,,,,,,,,Unit,"1. Click on 3 dot toggle on row of promotion,  choose delete
2. A modal show information promotion, click on delete",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_451782,,,Done,18/Jul/24 1:21 PM
T.. Address Verification - Address must contain at least 2 characters,N3NJS1809-138,10298,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,18/Jul/24 1:13 PM,18/Jul/24 1:34 PM,18/Jul/24 3:19 PM,18/Jul/24 1:34 PM,,0,CreateCustomer,"h1. T.. Address Verification - Address must contain at least 2 characters

T.. Code is required
Steps we’ll take…

# Input 1 word in Address field (ex: A)
# Input the rest field….
# Click on Submit

 *Success is….*✨

An error message “Address must contain at least 2 characters” must be shown",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-44,,,,,,,,,,,,,,,,,,N3NJS1809-98,,,An error message “Address must contain at least 2 characters” must be shown,,,,,,{},,,,,,An error message “Address must contain at least 2 characters” must be shown,,,,,0|i001o7:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"1. Input 1 word in Address field (ex: A)

2. Input the rest fields correctly

3. Click on Submit",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1243706,,,Done,18/Jul/24 1:34 PM
T  - Staff Name: Staff name is required,N3NJS1809-137,10297,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 1:13 PM,18/Jul/24 1:49 PM,18/Jul/24 3:19 PM,18/Jul/24 1:14 PM,,0,SaleManagement,"T  - Staff Name: Staff name is required


* Steps we’ll take…
1. Click “New Sale Bill” button
2. Do not fill anything in Staff Name field
3. Press Save Button

Success is:
A pop up: “Please select staff”",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-89,,,,,,,,,N3NJS1809-164,,,,,,,,,,18/Jul/24 1:13 PM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (398).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10188,,A pop up: “Please select staff”,,,,,,{},,,,,,A pop up: “Please select staff”,,,,,0|i001nz:,,,,,,,,,,,,,,,Unit,"1. Click “New Sale Bill” button
2. Do not fill anything in Staff Name field
3. Press Save Button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_58201,,,Done,18/Jul/24 1:14 PM
T17 Warranty Time -  Warranty Time is required,N3NJS1809-136,10296,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 1:13 PM,18/Jul/24 1:17 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T17 Warranty Time -  Warranty Time is required

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Warranty Time field
# Press tab move to the next field 

Success is….

 An toast “Warranty Time is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-24,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-116,,,,,,,,,{},,,,,,An toast “Warranty Time is required ” must be shown,,,,,0|i001nr:,,,,,,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Warranty Time field

Press tab move to the next field",Skip,,,,,,,To Do,18/Jul/24 1:13 PM
T.. Address Verification - Address is required,N3NJS1809-135,10295,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,18/Jul/24 1:11 PM,18/Jul/24 1:33 PM,18/Jul/24 1:12 PM,18/Jul/24 1:33 PM,,0,CreateCustomer,"h2. Description

T.. Address is required
Steps we’ll take…

# Do not input any value in address field
# Input the rest fields correctly
# Click on Submit button

 *Success is….*✨

An error message “Address is required” must be shown",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-44,,,,,,,,,,,,,,,,,,N3NJS1809-98,,,An error message “Address is required” is shown,,,,,,{},,,,,,An error message “Address is required” is shown,,,,,0|i001nj:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"1. Do not input any value in address field
2. Input the rest fields correctly
3. Click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1323862,,,Done,18/Jul/24 1:33 PM
T16 Labor - Labor is required,N3NJS1809-134,10294,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 1:11 PM,18/Jul/24 1:17 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T16 Labor - Labor is required

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Labor field
# Press tab move to the next field 

Success is….

 An toast “Labor is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-24,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-115,,,,,,,,,{},,,,,,An toast “Labor is required ” must be shown,,,,,0|i001nb:,,,,,,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Labor field

Press tab move to the next field",Skip,,,,,,,To Do,18/Jul/24 1:11 PM
